State/UT,District,Percent total literate Population (Age 7 +) ,Percent literate Male Population (Age 7+) ,Percent literate Female Population (Age 7+) ,Percent girls (age 6-11) attending Schools,Percent boys (age 6-11) attending Schools,Have Electricity connection (%),Have Access to toilet facility (%),Use piped drinking water (%),Use LPG for cooking (%),Live in a pucca house (%),Own a house (%),Have a BPL card (%),Own Agriculture Land (%),Have a television (%),Have a mobile phone (%),Have a Motorized Vehicle (%)
Mizoram,Saiha      ,94.1,96.1,92,100,99.9,94.1,99.2,73.7,38.5,4.6,84.2,43.6,47.7,41.9,35.3,7.6
Mizoram,Serchhip,96.7,97.8,95.6,100,99.6,99.4,99.6,69.8,48.3,4.6,91,36,59.9,52.8,47.9,12.8
Orissa,Angul,73.9,84.3,63.4,98.8,98.1,37.1,18.9,4.4,9.3,22.1,98.8,52,67.4,27.8,22,21.2
Orissa,Balangir,69,81.8,55.9,98.7,98.3,34.4,11.2,10.6,5.3,7.5,97.5,47.8,11.9,21.2,11.3,8.8
Orissa,Baleshwar,80.7,89.2,71.8,98.4,99.6,68.2,37.6,7.5,3.1,16,99,54.8,39,42,26.7,14.2
Orissa,Bargarh,73.1,83.7,62.2,97.5,96.9,42.6,11.4,11,3.8,10,97.8,45.9,61.9,25.8,10.5,8.8
Orissa,Baudh,70.9,84.2,57.5,99.4,95.7,15.9,6.6,3.3,1.7,5.7,98.5,63.3,71.5,12.9,8.4,6.2
Orissa,Bhadrak,81.8,89.6,74,98.9,98.7,56.1,22,2,5.1,14.5,98,44.4,65.6,33.6,26.5,12.2
Orissa,Cuttack,84,90.9,76.8,98.2,98.3,63.5,32.8,21.6,13.7,36.1,98.4,36,50.9,47.7,31.4,21.3
Orissa,Debagarh,71.8,81.7,61.7,97.9,98.6,26.2,8.7,5.4,3.1,6.5,98.5,61,67.4,17.4,11,8.3
Orissa,Dhenkanal,75.7,86.7,65.2,99,98.4,45.2,17,5.6,5.8,22.1,97.2,52.3,64.1,29.5,19.8,14.7
Orissa,Gajapati,52,64.6,39.8,96.2,97.4,24.5,8.1,15.5,4.1,13.2,97.7,44,32.6,11,6.2,5.2
Orissa,Ganjam,66.4,78.5,55.5,97,96.2,52.9,23.3,31.4,12,44.5,97.6,45.3,40.7,31.4,20.8,9.7
Orissa,Jagatsinghpur,84.6,92.3,77.2,99.7,99.7,59.7,23.4,10.6,7.1,39.5,98.8,46.3,69.3,43.8,28.5,17.1
Orissa,Jajapur,79.8,88.2,71.6,99.5,98.6,61.8,25,7.6,4.6,28.8,99.1,52.9,61.1,39.1,27.2,13.8
Orissa,Jharsuguda,80,87.7,72.3,99.4,98.4,57.9,28.1,15.6,15.2,18.9,95.2,32.6,49.3,46.4,28.9,25.3
Orissa,Kalahandi,56.7,70,43.8,93.5,98.8,18.3,6.3,3.1,1.9,1.9,97.2,54,35.8,9.1,5.1,5.5
Orissa,Kendrapara,85.6,92.1,79.9,99.4,98.8,60,21.3,3.2,4.5,22.2,99.6,48.6,60.3,36.8,28.8,11.8
Orissa,Kendujhar,66.6,77.8,55.6,98.1,98.2,32,12.4,11.3,5.4,8.9,97.5,57.5,63.9,20.1,17.2,11.2
Orissa,Khandamal,60.4,74.8,47.4,97.8,98.3,8.4,5.9,1.7,1.9,5.8,99.1,67.9,53.6,5.9,4.7,5.5
Orissa,Khordha,84,90.5,77.6,97.8,98.4,71.8,46.1,18.3,23.1,39.3,97,36,44,52.7,42.8,29.8
Orissa,Koraput,41.8,52.6,31.2,93.6,95.5,18.6,11.4,16.4,9.1,7,96.9,62.8,46,13.8,9.6,6.7
Orissa,Malkangiri,35.1,43.7,26.8,93.9,92,7.3,3.6,3.1,2.8,4,99.2,62.5,59.1,5.5,4.8,3.4
Orissa,Mayurbhanj,64.9,76,54,97.5,98,23.6,18.5,3.3,4.3,5.4,98.3,58.9,66.1,16.1,12.1,9.6
Orissa,Nabarangapur,43.3,54.5,32,89.6,92.1,10.7,5.8,13.1,3,3.5,97.9,50.9,57.4,7.8,6.6,7.5
Orissa,Nayagarh,73.8,84.7,62.9,98.1,98.6,38.6,12.7,1.8,2.6,17.1,98.5,62.5,61.9,21.3,13.5,9.3
Orissa,Nuapada,57.8,27.6,43.3,96.6,95.4,27.2,7.2,7.4,3.9,4.1,97.3,60.5,69.9,12,8.4,6.4
Orissa,Puri,80.6,89.5,72.4,98.7,99.7,61.1,23,9.9,7.2,24,98.7,50.6,66.4,40.5,28.7,15.5
Orissa,Rayagada,43.8,55.7,32.2,91.5,96.1,19.7,8.9,7.9,5,10.9,98.5,65.4,37,13.9,10.1,5.7
Orissa,Sambalpur,77.4,87.7,66.9,97.8,98.8,44,22,20.8,15.4,17.1,95.8,43.1,51.6,36.1,24.3,18.8
Orissa,Sonapur,75.4,86.3,64.8,97.4,97.1,36.7,8,4.3,3.8,10.3,97.6,53.3,63.8,22.4,10.9,8.2
Orissa,Sundargarh,73.7,82.5,64.6,96.7,96.3,44.2,22.8,16.8,15.2,15.2,97.6,40.3,58.4,35.4,25.7,20.9
Pondecherry,Karaikal,88,93.7,82.6,100,100,92,52.7,95.9,38.5,40.7,78.4,34.5,10.4,67.2,45.6,32.7
Pondecherry,Mahe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pondecherry,Puducherry,87.7,93.8,81.9,100,100,98.5,59.9,97.8,56.8,60.7,79.8,9.9,8.8,84.4,57.2,46
Pondecherry,Yanam,82.5,85.9,79.1,100,100,97.9,81.1,99.6,57.7,74.8,63.6,65.6,2.8,58.6,31.5,19.8
Punjab,Amritsar,78.6,82.9,73.6,98.5,96.7,99.9,69.8,48.1,52.6,63.2,95.3,14.8,21.7,83.6,66.8,44.6
Punjab,Barnala,67.9,71.2,64.2,99.4,99.3,98.5,82,57.2,27.8,61.2,98.3,12.4,40.4,74,62.4,44
Punjab,Bhatinda,69.3,76.9,60.8,99.7,98,96.6,91.4,52.1,29.7,51.3,97.2,21.5,42.8,78.2,62.7,45.2
Punjab,Faridkot,68.6,74.8,61.8,98.2,99.4,97.5,82,41.3,32.4,52.9,97.2,29.3,31.1,77.1,61.4,38.7
Punjab,Fatehgarh Sahib,80.1,85.1,74.6,99.7,98.3,98.5,85.6,34.2,40.6,69.3,94.6,16.2,32.2,86.5,64.2,51.9
Punjab,Firozpur,72,79,64.6,98.8,99,98.5,78.7,32.6,31.2,47.6,97.2,23.1,41.2,80.9,64,43.3
Punjab,Gurdaspur,83,87.4,78.1,99,99.7,99.1,64.3,24.6,39,70.2,97.7,10.3,35.7,87.4,65.8,47.6
Punjab,Hoshiarpur,86.3,90.5,82.2,99.7,100,97.9,60.3,51.8,39.6,80.5,97.7,10.2,40.1,88,67.1,49.5
Punjab,Jalandhar,79.7,83.9,75.1,99.2,99.7,97.4,83.8,53.2,42.5,83.2,92.2,9,23.9,85.4,69.2,49.8
Punjab,Kapurthala,80.4,85.3,75.4,99.4,98.7,98.3,78.6,47.1,42.2,81.2,95,11,34.8,89,72.4,52.4
Punjab,Ludhiana,83.1,88.5,77,99,99.6,97.7,91.8,45.1,57.6,75.8,85.5,7.5,21.7,83.9,64.7,47.4
Punjab,Mansa,62.7,68.2,56.6,98.2,97.2,96.1,69.4,44.7,18.9,39.6,97.7,15.3,44.6,66.4,56.3,36.5
Punjab,Moga,70.7,75.6,65.3,99.7,99.9,98.3,89.6,46.6,30.4,52.1,97.8,20.7,26.2,75,64.1,37.8
Punjab,Muktsar,68.3,75.6,60.5,98,98.4,97.5,75.8,38.4,28.8,43.3,96.3,27.6,28.8,74.5,59.7,34.8
Punjab,Nawanshahr,80.4,85.8,74.9,100,99.7,98.6,68.9,36.2,28.6,75.8,95.7,13.3,38.3,89.2,64.4,45.8
Punjab,Patiala,76.9,83.3,69.8,96.9,99.7,99.8,86.9,55.9,42.9,75.7,96.3,10.3,30.6,86,72.4,52.1
Punjab,Rupnagar,82.4,89.2,75.2,100,99,99.2,60.5,56.3,34.5,74.6,95.1,11.8,43.8,88.3,69.6,51.4
Punjab,Sangrur,71.7,77.6,65.1,99.7,97.6,99.1,82.3,38.8,29.6,60.2,96.4,11.8,40,76.9,59.9,46.7
Punjab,SAS Nagar,83.6,88.5,78,99.4,99.4,99.2,68.7,67.7,49.2,76.5,91.9,9.4,30.6,89.2,72.7,57.5
Punjab,Taran Taaran,65.7,72.2,58.5,95.9,98.4,99.4,58.8,11.3,22.4,32.5,98.5,20.6,30.7,76.2,56.2,28.1
Rajasthan,Ajmer,68.6,83.5,53.8,95.4,99.4,75.6,36.8,47.6,31.6,64.2,97.6,14.2,57.5,50.3,50.6,36
Rajasthan,Alwar,67.1,81.9,50.8,99.6,99.8,70.5,20,27.8,12.8,37.6,97.5,11.9,72.1,42.6,46.6,30.6
Rajasthan,Banswara   ,52.2,62.4,40.8,98,99.1,31.1,6.9,8.8,5.9,11.7,99.5,41.9,87.4,14.2,14.9,10.4
Rajasthan,Baran   ,61.4,75.9,46.7,96.8,98.4,60.4,14.2,15.3,9.9,19,97.6,26,67.2,33.6,30.5,25.5
Rajasthan,Barmer   ,53.5,67.6,36.5,97.2,98.9,29.7,8.6,29.7,6.3,14.5,99.1,15.7,81.1,12.8,30.5,12
Rajasthan,Bharatpur  ,66.4,82.2,48.2,97.9,97,64.7,16,17.8,8.9,33.5,97.8,13.5,70.2,36.7,37.1,25.3
Rajasthan,Bhilwara      ,52.1,67,36.8,97.9,98.6,68.6,15.4,30.4,11.5,35,97.1,13.6,78.4,31.1,34.2,24.5
Rajasthan,Bikaner,62.4,72.5,51,99.1,98.6,62.6,46.8,63.4,25.4,42.5,97.4,21.1,54.5,45,55.3,22.5
Rajasthan,Bundi     ,55.8,71.1,39.2,96.3,99.3,42.8,14,17.2,8,22.1,96.8,20,71.1,28.4,26.1,21.1
Rajasthan,Chittaurgarh    ,53.9,69,38,96.9,98.7,68.7,15.2,30.2,12.1,28.5,96.1,22.9,77.8,30.5,34.4,23.9
Rajasthan,Churu,62.3,74.7,48.5,98.7,99,67.5,49.1,67.4,15,46.9,98.6,22.8,72.8,40.9,46,11.6
Rajasthan,Dausa,63.4,80.4,45.1,98.6,99.8,58.9,12,15.1,8.5,49.1,99.1,16.2,81.8,27.5,38.2,22.9
Rajasthan,Dhaulpur   ,63.8,77,48.5,98.5,97.8,44.7,13.1,14.9,7.4,26.3,97.8,18.6,72.4,26.4,25.7,17.2
Rajasthan,Dungarpur     ,61.3,73.7,47.9,99.2,99.6,49.1,14.6,14.7,11.6,23.4,98.9,40.5,84.7,22.1,26.6,15.3
Rajasthan,Ganganagar,69.7,78.4,60,98.9,99.3,75.2,77.8,74.6,17.9,27.2,95.8,16.4,48.6,54.3,54.2,29.7
Rajasthan,Hanumangarh,68,78.8,55.9,99.4,99.6,81,77.9,66.1,12.5,20.7,97.7,16.1,62.2,56.8,55.6,27.1
Rajasthan,Jaipur,70.3,84,55.1,99.3,99.7,83.6,38.5,42.8,28.7,65.1,98.7,14,54.6,62.1,57,40.2
Rajasthan,Jaisalmer,58.8,72.5,42.1,97.2,98.3,52.4,20.8,44.2,13.4,40.2,98.1,11.9,72.7,31,51.7,15.7
Rajasthan,Jalor  ,51.5,66.2,36.8,97.6,99.2,58.2,11.8,65.6,10,29.2,98.8,21.6,64.5,24,36.5,15.2
Rajasthan,Jhalawar   ,54.1,69.2,38.1,94.4,96.9,61.2,14.4,14.1,8.5,20.2,96.9,21,73.7,29.3,26.3,17.8
Rajasthan,Jhunjhunu    ,72.5,86.3,57.4,99.5,100,82.5,45,53.2,16.8,49.3,98.1,9.1,79.3,53.9,55.1,18.8
Rajasthan,Jodhpur,61.3,75.7,45.5,97.9,98.9,67,29.5,40.4,20.2,62.6,97.8,9.2,64.2,41.9,54.8,31.7
Rajasthan,Karauli ,60.9,76.2,43.8,98,99.3,39,12.3,17,5.5,27.3,98.9,28,74.6,17.2,25.8,11.4
Rajasthan,Kota    ,65.4,78.8,50.3,98,98.8,77.5,29,37.8,19.9,41.6,90.6,16.1,54.1,52.7,46,27.5
Rajasthan,Nagaur   ,59.8,74.9,44.1,98.5,98.8,65.4,36.7,40.7,14.6,74.2,98.6,11.5,73.7,40.7,51.5,20.3
Rajasthan,Pali    ,58.6,74.1,43.7,96.9,99.1,71.9,20.6,54,12.7,49.7,97.4,19.4,64.4,34.7,40.2,22.3
Rajasthan,Rajsamand    ,58.5,73.1,43.4,98,99.6,74,16.6,29.5,13,41.9,98.3,20.6,84,29.2,38.5,20.7
Rajasthan,Sawai Madhopur  ,60,78,40.4,93.5,98,46,17.3,20.6,10,33.6,97.7,22.9,70.1,24.5,29.7,19.5
Rajasthan,Sikar     ,70.8,86.8,54,99.2,99.9,80.7,38.8,44.6,16.8,79.9,99.4,10,66.5,53,57,23
Rajasthan,Sirohi    ,55.2,69.4,40.9,94.7,96.8,70,23.2,45.5,20.4,41.9,96.3,20.2,58,35.3,35.5,20.8
Rajasthan,Tonk    ,56.2,73.3,39.1,96.4,99.3,55.1,13.9,17.2,7.2,26,98.6,21.3,74,30.8,34.7,26.5
Rajasthan,Udaipur     ,52.6,64.6,39.5,98.7,98.6,48.2,16.2,16.6,13.7,22.6,98.2,29.2,81.6,23.5,26.5,17.7
Sikkim,East Sikkim,84,90,77.5,98.8,98.1,95.5,96.1,90.4,55.5,66.7,89,32.4,49.7,67.7,65.9,13.5
Sikkim,North Sikkim,78.3,84.4,71.3,99.3,97.9,88.6,88.3,96.4,21.4,38.8,96.3,49.3,69.8,49.3,54.5,9.5
Sikkim,South Sikkim,77.8,84.3,70.6,99.5,98.9,90.5,93.1,88.3,20.3,39.8,95.3,53.4,81.3,42.9,49.8,6.5
Sikkim,West Sikkim,71.3,77.5,64.8,99.8,98.7,89.8,88.6,91.6,15.3,28.2,96.9,54.3,79.1,37.2,44.1,5.8
Tamil Nadu,Chennai,92,95.8,88.3,99.5,99,99,93.3,72.1,82.8,79.9,61.7,9,1.1,94.3,74,55
Tamil Nadu,Coimbatore,77,84.6,69.5,98.8,99.5,93.4,51.2,97.1,54.9,24.5,76.7,8.4,12.7,72.2,45.8,33.3
Tamil Nadu,Cuddalore,80.1,88.5,72.3,99.3,100,93.6,39.2,90.7,30.3,35.2,86.3,7.5,28.7,68.5,46.9,26
Tamil Nadu,Dharmapuri,69.5,79.2,60,99.5,99.2,90.7,15.7,89.2,17.1,25.6,89.9,10.8,32,52.9,29.1,18.3
Tamil Nadu,Dindigul,72.3,82,63.1,100,100,85.5,29.6,95.2,28.4,28.8,83.6,9.7,19.5,50.3,33,17.6
Tamil Nadu,Erode,68.7,77.9,59.8,100,100,90.9,46.3,97.3,42.1,24.3,81.4,17.1,18.3,60.8,34.9,30.3
Tamil Nadu,Kancheepuram,81.2,88.3,74.2,100,100,96.8,48.7,84.3,44,53,81,9.9,16.7,80.4,53.2,33.7
Tamil Nadu,Kaniyakumari,92.4,94.5,90.4,100,99.5,96.6,91.5,65.5,29.4,50.2,82.6,11.4,11,69.4,45.2,19.5
Tamil Nadu,Karur,72.7,83.7,62.1,97.8,100,90.3,34.8,95.9,30.7,37.1,87.2,11.4,28.1,64,38.7,27.5
Tamil Nadu,Krishnagiri,71.3,80.3,62.4,99.3,99.9,93.3,27.2,89.5,22.5,35.6,87.1,12,35.8,59,37,27.3
Tamil Nadu,Madurai,80.3,88.5,72.1,97.6,97.4,92.1,49.9,87.7,36.4,53.5,74.8,17.3,25.7,72.6,43.6,22.1
Tamil Nadu,Nagapattinam,84.4,90.5,78.5,99.6,100,91,33,76.7,21.6,32.1,92.8,16.2,18.7,61,33.9,16.8
Tamil Nadu,Namakkal,70.9,80.2,61.6,99.2,99.1,91.9,38.7,88.5,39.7,24.6,79.8,9.3,19.3,61,37,29.4
Tamil Nadu,Perambalur,70.7,82.3,60.4,99.5,98.8,87.2,16.5,93.5,13.4,26.4,93.6,7.9,48.5,54.2,35.1,17.5
Tamil Nadu,Pudukottai,70.8,81.1,61.7,98.5,99.8,85.3,23.1,66.9,12.8,31.2,93.1,9.5,45.9,48.5,35.6,17
Tamil Nadu,Ramanathapuram,77.5,86.7,69.6,98.8,100,88.8,35.8,56.4,20.4,32.3,87,12.6,37.7,66.8,33.5,13.7
Tamil Nadu,Salem,70.4,80.2,60.7,99.4,99.3,90.7,34.9,93.6,32.7,31.9,84.3,5.7,25.5,57.6,40.4,29.9
Tamil Nadu,Sivaganga,79.2,88.1,71.4,100,100,91.5,40.8,73.1,22.2,34.2,83.7,17.4,36.2,67.5,38.3,22.4
Tamil Nadu,Thanjavur,83.3,91.1,76.1,99.3,100,89.2,43.2,91.8,28.7,31.6,84.7,11.8,26.1,68.6,44,25
Tamil Nadu,The Nilgiris,82.8,91.7,74.5,100,99.5,90.2,43.2,91,32.2,24,72.3,25.6,21.6,78,36.6,7.9
Tamil Nadu,Theni,77.9,87.7,68.2,99.5,100,87.7,33.7,98.4,27.7,39.4,77.9,15.7,16,59.6,26.3,11.3
Tamil Nadu,Thiruvallur,84.4,91.7,76.8,100,99.3,98.3,60.8,82.8,59.5,62.2,74.7,7.3,13.2,81.3,60,35.8
Tamil Nadu,Thiruvarur,82.2,88.9,76.3,99.5,99.3,89,38,88.5,23.1,25.9,90,15,26.4,54.9,35,19.8
Tamil Nadu,Thoothukudi,84.3,90.6,78.3,99,98.5,94.7,49.7,90.3,34.2,49.8,79.4,12.9,22.7,68.1,43.4,22.1
Tamil Nadu,Tiruchirappalli,80.5,88.3,73.6,99.6,99,90.8,42.7,94.2,30.6,40.5,82.5,11.6,24.2,64.2,44.4,24.4
Tamil Nadu,Tirunelveli,83.9,91,77.7,99.4,99.5,94.3,44.5,94.9,26.2,49.5,82.6,16.1,21.1,68.4,31.2,17.9
Tamil Nadu,Tiruvannamalai,73.4,83,64.2,99.4,99.1,94.4,19.2,94.6,17.7,39.4,95.7,10.4,43.8,65.2,33.6,18.4
Tamil Nadu,Vellore,80.4,89.1,72.3,100,99.5,92.1,39.8,97.3,33.5,52.1,89,21.8,22.3,68.4,35.2,22.7
Tamil Nadu,Viluppuram,69.9,79.3,60.6,98.7,99.2,92.6,16.8,92,12.7,27.4,93.3,12.4,38.7,51.5,26.5,15.3
Tamil Nadu,Virudhunagar,73.7,83.5,64.3,99.2,100,91.9,31.1,84,27.2,48,73.4,19,20.7,67.8,33.3,17.1
Tripura,Dhalai,73.4,81.6,65,98.3,99.8,59.2,91.2,25.4,5.1,5.3,95.9,49.3,31.1,32.2,14.7,5.1
Tripura,North Tripura,83.4,89.5,77.4,98.9,99.6,63,93.6,33.2,8,12.2,94.8,39.8,31.9,35.6,20.5,7.6
Tripura,South Tripura,76.7,84.3,69,98.1,99.7,65.1,90.8,38.4,8.6,4.5,98,45,39.1,38.6,22,7.3
Tripura,West Tripura,81.7,87.4,76.2,99.6,99,77.2,97.4,28.5,19.7,10.4,94.4,33.1,30,56.6,30.6,12.5
Uttar Pradesh,Agra,72.5,83.6,52.8,97.7,98.9,74.4,31.6,22.2,20.6,38.6,94.3,4.2,47.4,51.5,39,22.2
Uttar Pradesh,Aligarh,69.9,83.3,56.5,99,98.8,54.1,28.2,8.8,15.3,31.3,97,17.5,57.9,36.6,34.1,18.6
Uttar Pradesh,Allahabad,68.8,81.6,55.7,99,98,45.5,26.6,22.3,20.6,30.8,94.1,15.8,56.4,36.1,34.4,21.6
Uttar Pradesh,Ambedkar Nagar,68.4,80.2,57.6,99.8,98.7,29.9,9.7,0.9,1.8,9.3,98.9,43.2,77.3,15.8,28.4,15.5
Uttar Pradesh,Auraiya,77.1,85.9,67.6,97.1,99.1,40.1,19.3,7.7,8,16.2,97.6,43.1,71.3,17.7,21.7,9.7
Uttar Pradesh,Azamgarh,67.3,79.9,56.7,99.6,99.4,46.2,15.9,2.5,6.3,15.8,99.5,37.5,81.8,21.8,37.5,16.9
Uttar Pradesh,Baghpat,71.3,83.4,58.5,98.8,98.5,62.5,55.7,8.9,12.5,36.3,97.5,6.5,50.9,48.9,39.8,21.4
Uttar Pradesh,Bahraich,42.8,53.7,31.7,90.7,91.5,14.9,12.4,1.4,4.4,13.4,98.9,43.5,68.1,10.4,11.9,5.1
Uttar Pradesh,Ballia,64.8,77,52.8,99.2,99.1,35.2,15.3,2.5,5.5,14.8,98.9,40.8,66.6,20.5,31.5,7.9
Uttar Pradesh,Balrampur,41,55,27.9,96.5,96.6,20,12.7,4,3.3,17.6,98.7,28.9,74.1,9.9,26.3,10.9
Uttar Pradesh,Banda,61.7,73.8,48,98.3,99.2,38.9,27.3,8.6,6.9,14.5,97.7,31.1,67.5,17.1,22.1,8.8
Uttar Pradesh,Barabanki,54.3,66.1,41.4,96.1,98,20.9,16.2,4.4,7.4,13.2,99.1,35.8,69.7,20.9,21.6,15.2
Uttar Pradesh,Bareily,57.3,68.5,45.1,96.3,97,27.6,48.8,3.5,13.5,21.5,97,22,59.2,28.3,23.8,13.4
Uttar Pradesh,Basti,61.9,75.6,49.1,98.5,98.7,31.6,12.6,1.6,7.1,26.8,99.5,46.1,78.5,20.7,35.1,15.8
Uttar Pradesh,Bijnor,65.2,74,56.4,98.9,97.7,41.1,54.4,9.8,10.3,25.3,98,4.5,45.2,34.1,30.7,18.2
Uttar Pradesh,Budaun,52,64.4,37.7,92.9,96.1,20.2,25.9,5.6,5.8,12.1,99.4,17.2,76.4,14.6,18,11.1
Uttar Pradesh,Bulandshahar,69.2,85,53,99.2,98.1,43.6,34.8,5.8,13.6,32.7,96.5,8.6,56.8,35.1,33.4,16.5
Uttar Pradesh,Chandauli,69,81.3,56.4,98.5,99.6,47.6,20,11.9,10.3,19.6,99.1,37.1,60,34.1,26.7,14.4
Uttar Pradesh,Chitrakoot,60.2,72.3,47.4,97.6,97.7,34,12.3,5.2,5.3,13.5,98.3,33.6,75.1,15.3,18,8.4
Uttar Pradesh,Deoria,63.9,78.2,50.2,99.9,99.3,34.2,16.7,1.5,8.5,22.2,99.1,41.1,79,23.6,38.3,14.4
Uttar Pradesh,Etah,68.1,80.2,54.7,98.3,99,26.3,18,4.9,7.9,22.4,97.3,20.6,74,21.8,25.6,12.1
Uttar Pradesh,Etawah,77.2,86.9,66.8,99.4,99.5,32.5,14.7,2.2,5.2,23.2,98.3,26.1,78.8,20.5,25.3,13.7
Uttar Pradesh,Faizabad,61.5,73.5,50.1,98.8,99,39.8,20.1,2.7,11.4,20.8,36.9,65.1,27.4,98.6,23.3,15.5
Uttar Pradesh,Farrukhabad,65.8,76.5,54,98.1,98.3,29.9,30.9,5.2,10,17.9,97.9,29.4,65.8,18.9,20.1,11.9
Uttar Pradesh,Fatehpur,61.8,73.5,49.5,98,97.7,20.4,15,5,3.9,14.9,98.9,18.2,77.4,14.8,21.8,10.2
Uttar Pradesh,Firozabad,74.3,85.1,62.7,98.9,98.6,51.5,29.5,22.7,20.2,33.9,93.4,21.4,60.2,33.1,34.3,18.1
Uttar Pradesh,G B Nagar,75.5,87.3,62.8,97.3,98.2,74.5,51.5,5.6,22.7,48.4,93.7,12.4,45,55,48.7,27.4
Uttar Pradesh,Ghaziabad,75.3,85.2,64.2,98.4,99.1,86.5,82.2,21.2,48.7,63.5,90.5,7,29.8,61.9,52.3,31.3
Uttar Pradesh,Ghazipur,67.7,81.5,54.3,98.7,98.6,41.9,15.3,6.8,7.9,14.1,99.3,33.2,76.7,269,32.6,15.5
Uttar Pradesh,Gonda,51.2,64.7,37.6,98.4,98.8,21.3,9.8,2.2,5.3,16.6,98.7,25.6,80.9,13.7,25.9,11.7
Uttar Pradesh,Gorakhpur,68.8,81.9,56.3,98.4,97.8,42.8,24.5,8.2,18.7,29.6,96.5,34.3,66.7,33.3,39.4,18.3
Uttar Pradesh,Hamirpur,68.6,80.8,55,99.2,98.8,40.1,29.3,13.6,6.8,23.2,98.4,36.7,72.2,24.1,26.2,15.4
Uttar Pradesh,Hardoi,64.7,76,52,97.3,97.8,12.8,16.5,5.1,6.8,11.2,95.9,27.7,75.1,15.4,17.4,10
Uttar Pradesh,Hathras,73.3,86.5,58.5,98.4,99.1,53.8,20.4,6.3,10.4,28.1,97,16.6,58.8,37,31.2,16.6
Uttar Pradesh,Jalaun,72.1,83.3,59.4,99.5,99.8,51.3,31.3,16,8.9,29.1,97.6,23.6,65.1,23.9,27.8,16.7
Uttar Pradesh,Jaunpur,68.6,82.7,56.6,99.4,98.9,47.9,17.1,3.8,7.5,33.8,98.4,33.3,73.4,30,35.8,16.8
Uttar Pradesh,Jhansi,72.9,84.7,60.3,99.6,99.7,65.9,36.6,17.6,20.5,38.8,94.9,24.8,59.9,41.6,34.2,22.6
Uttar Pradesh,JP Nagar,66,77.9,53.2,98.1,97.8,32.6,40.2,5.1,9.3,18.7,98,12,56.8,33.8,30.1,18.3
Uttar Pradesh,Kannauj,74.6,84.5,63.8,97.9,98.3,26.8,21.5,9.2,6.1,20,97.4,27.1,76,19.6,20.9,11.7
Uttar Pradesh,Kanpur Dehat,73.5,83.4,61.9,98.7,99.1,32.6,26.7,5.4,6.7,26.4,97.8,39.7,65.3,20.2,23.4,12
Uttar Pradesh,Kanpur Nagar,81.6,88.2,74,98.3,98.8,67.6,63.7,27.7,49.5,53.5,80.4,13.1,35,55.2,43.9,27.4
Uttar Pradesh,Kaushambi,56.7,71.2,42.8,97.6,97.7,29.3,17.2,9.3,6.2,20.5,98.2,24,74,21.5,18.9,9.8
Uttar Pradesh,Kheri,57.2,68.5,44.8,95.7,96.3,17,16.7,3.5,5.7,13.3,98.4,38.2,64.2,15.6,14.6,10.3
Uttar Pradesh,Kushinagar,55.6,70,41.9,99.6,99.6,25.8,13.5,3.9,5.7,18,99.7,44.7,82.7,18.6,28.5,11.7
Uttar Pradesh,Lalitpur,64.7,76.9,51.4,97.6,97.4,28.2,15.5,8.5,9.4,15.7,98.6,23.4,77.4,20,19.1,18.1
Uttar Pradesh,Lucknow,74.4,81.3,66.7,96.7,97.9,71.8,60.9,47.3,53.9,56.6,94,11.2,32.6,58.6,53.3,35.4
Uttar Pradesh,Mahoba,62.1,73.8,49.4,98,98.6,27.2,17.8,5.4,6.6,13.6,98.6,17.5,77,16.7,20.8,14.8
Uttar Pradesh,Mahrajganj,54,69.7,40,99.7,99,23.7,13.9,1.4,6.5,18.2,99.4,40.3,83.9,20.4,24.6,10.1
Uttar Pradesh,Mainpuri,77.2,86.9,66.8,99.4,99.5,32.5,14.7,2.2,5.2,23.2,98.3,26.1,78.8,20.5,25.3,13.7
Uttar Pradesh,Mathura,71.9,85,57.3,97.1,98.8,76.8,29.5,13.8,13.5,44.8,95.5,18.8,50.9,41.4,38.1,19.1
Uttar Pradesh,Mau,69.4,81,59,99.7,99.5,57.6,22.5,4.9,10.7,19.1,99.6,38,68.6,26.3,38.9,13.4
Uttar Pradesh,Meerut,74.9,83.6,65.7,99,96.8,80,72.7,25.8,34.1,50.9,94.1,5.9,32.4,57,49.2,27.8
Uttar Pradesh,Mirzapur,66.6,78.8,54.1,98.3,98.8,49.3,22.8,7.4,10.1,22.8,98.5,34,64.9,34.7,29.6,17.2
Uttar Pradesh,Moradabad,59.9,71.1,48.2,97.7,97.8,41.5,57.8,10.5,16.9,27.5,96.7,13.3,50.1,30.7,30.1,18.1
Uttar Pradesh,Muzaffarnagar,66.1,78.2,53.7,97.5,99.2,64.5,61.2,8.7,16.6,33.2,96.4,10.4,39.6,43.4,42.7,21.1
Uttar Pradesh,Pilibhit,63.9,76.2,50.4,97.7,98.5,24.4,36.1,4,9.4,15.5,96.2,19.5,61.8,26.8,22,15.5
Uttar Pradesh,Pratapgarh,64.6,79.6,52.2,97.4,98.3,26.8,10,2.6,6.2,23.9,98.6,32.2,76.9,21.4,30.2,15.9
Uttar Pradesh,Rae Bareli,62.2,76.3,48.9,95.7,97.4,23.1,12,9.1,6.7,16.7,98.6,40.3,70.6,18.3,18.9,12.7
